member_id,first_name,last_name,email,market,zip_code,purchase_date,renewal_date,acquisition_channel,total_visits,last_visit_date,plan_tier,plan_price
M00583,Christine,Gray,christine.gray83@yahoo.com,Dallas,75230,2025-05-24,2026-05-24,Word of Mouth,6,2026-03-07,Individual,19.43
M00584,Linda,Adams,linda.adams66@gmail.com,Phoenix,85086,2025-06-18,2026-06-18,TikTok Ads,0,,Family Plus,96.14
M00585,Dorothy,Bennett,dorothy.bennett7@yahoo.com,San Antonio,78254,2026-02-19,2027-02-19,Groupon,1,2026-02-21,Individual,19.02
M00586,Donna,Myers,donna.myers1@gmail.com,Dallas,75270,2025-08-06,2026-08-06,Word of Mouth,8,2026-03-24,Couple,45.37
M00587,Karen,Collins,karen.collins18@gmail.com,Salt Lake City,84148,2025-08-30,2026-08-30,Groupon,2,2025-12-21,Couple,58.62
M00588,Carson,Ramirez,carson.ramirez60@yahoo.com,Tucson,85793,2025-10-23,2026-10-23,Affiliate,4,2026-03-08,Family,59.49
M00589,Kelly,Myers,kelly.myers61@outlook.com,Fort Worth,76124,2025-09-20,2026-09-20,Instagram Ads,0,,Family Plus,108.14
M00590,Charles,Hill,charles.hill1@gmail.com,El Paso,79985,2025-08-15,2026-08-15,Facebook Ads,4,2026-02-23,Family,83.58
M00591,Carolyn,Coleman,carolyn.coleman3@gmail.com,Phoenix,85014,2025-09-14,2026-09-14,Word of Mouth,6,2026-02-22,Couple,40.1
M00592,Sophia,Sanchez,sophia.sanchez49@gmail.com,Tucson,85753,2026-03-24,2027-03-24,Affiliate,1,2026-04-10,Family,75.9
M00593,Elijah,Gutierrez,elijah.gutierrez39@outlook.com,San Antonio,78298,2025-08-24,2026-08-24,Instagram Ads,1,2025-09-09,Couple,53.19
M00594,George,Reed,george.reed35@gmail.com,Phoenix,85063,2025-05-14,2026-05-14,Organic Search,7,2026-04-07,Couple,52.87
M00595,Heather,Rogers,heather.rogers52@gmail.com,Provo,84620,2025-12-19,2026-12-19,Organic Search,2,2026-03-29,Family,72.81
M00596,Frances,Nelson,frances.nelson80@gmail.com,Dallas,75212,2025-11-18,2026-11-18,Instagram Ads,1,2025-11-22,Couple,61.32
M00597,Mark,Howard,mark.howard23@outlook.com,Fort Worth,76161,2025-06-02,2026-06-02,Word of Mouth,3,2026-03-27,Couple,45.53
M00598,Kelly,Green,kelly.green23@gmail.com,Salt Lake City,84152,2025-10-19,2026-10-19,Instagram Ads,2,2026-03-31,Family,86.33
M00599,Elijah,Sullivan,elijah.sullivan3@gmail.com,Phoenix,85082,2026-03-24,2027-03-24,Word of Mouth,1,2026-04-04,Family,97.07
M00600,Lauren,Patel,lauren.patel93@yahoo.com,El Paso,79935,2025-12-20,2026-12-20,Groupon,0,,Couple,65.83
M00601,Danielle,Simmons,danielle.simmons31@outlook.com,Houston,77024,2025-10-02,2026-10-02,Instagram Ads,0,,Family,93.88
M00602,Mary,Rodriguez,mary.rodriguez88@outlook.com,Fort Worth,76159,2025-07-03,2026-07-03,Facebook Ads,6,2026-03-23,Couple,46.8
M00603,Landon,Gray,landon.gray19@outlook.com,Phoenix,85022,2025-07-27,2026-07-27,Groupon,0,,Family,77.33
M00604,Jonathan,Mendoza,jonathan.mendoza38@yahoo.com,Houston,77043,2026-01-19,2027-01-19,Word of Mouth,1,2026-02-12,Family,89.45
M00605,Diana,Green,diana.green73@yahoo.com,Dallas,75247,2025-05-28,2026-05-28,Facebook Ads,2,2025-08-16,Family,64.14
M00606,Jordan,Russell,jordan.russell62@yahoo.com,Dallas,75229,2025-09-23,2026-09-23,Word of Mouth,0,,Family,79.93
M00607,Jesse,Baker,jesse.baker68@gmail.com,Houston,77058,2025-10-28,2026-10-28,Facebook Ads,4,2026-03-05,Family Plus,101.33
M00608,Caleb,Collins,caleb.collins95@gmail.com,Boise,83761,2025-11-17,2026-11-17,Word of Mouth,3,2026-03-22,Family Plus,107.27
M00609,Diana,Ford,diana.ford23@gmail.com,Austin,78780,2026-03-03,2027-03-03,Facebook Ads,0,,Family,88.33
M00610,Dorothy,Cox,dorothy.cox8@gmail.com,Phoenix,85084,2026-03-09,2027-03-09,Word of Mouth,1,2026-03-27,Individual,36.63
M00611,Joan,Gomez,joan.gomez13@gmail.com,Phoenix,85072,2026-02-06,2027-02-06,Groupon,1,2026-03-09,Individual,27.6
M00612,Nathan,Cooper,nathan.cooper64@yahoo.com,Houston,77046,2025-10-13,2026-10-13,TikTok Ads,0,,Couple,65.02
M00613,Helen,Vasquez,helen.vasquez15@outlook.com,Houston,77050,2025-12-15,2026-12-15,Affiliate,0,,Family,78.83
M00614,Matthew,Simmons,matthew.simmons44@outlook.com,Phoenix,85023,2025-10-23,2026-10-23,Instagram Ads,0,,Couple,54.05
M00615,Adrian,Clark,adrian.clark88@gmail.com,Austin,78783,2025-09-14,2026-09-14,Organic Search,0,,Couple,44.76
M00616,Kenneth,Green,kenneth.green42@outlook.com,Boise,83763,2025-08-06,2026-08-06,Instagram Ads,0,,Couple,66.99
M00617,Nicole,Patel,nicole.patel19@gmail.com,Tucson,85750,2025-09-03,2026-09-03,Groupon,1,2025-10-01,Couple,50.81
M00618,Kimberly,Ford,kimberly.ford99@gmail.com,Provo,84635,2025-09-25,2026-09-25,Facebook Ads,2,2026-02-19,Family,70.79
M00619,Karen,Morales,karen.morales21@gmail.com,Houston,77085,2025-09-17,2026-09-17,Word of Mouth,7,2026-03-23,Family Plus,90.66
M00620,Ann,Thompson,ann.thompson57@gmail.com,Austin,78794,2026-03-24,2027-03-24,Facebook Ads,1,2026-04-04,Family,70.66
M00621,Edward,Mitchell,edward.mitchell42@gmail.com,Houston,77052,2025-05-30,2026-05-30,Facebook Ads,0,,Family Plus,98.32
M00622,Jennifer,Scott,jennifer.scott16@yahoo.com,San Antonio,78216,2025-09-25,2026-09-25,Instagram Ads,1,2025-09-26,Individual,38.79
M00623,Katherine,Kennedy,katherine.kennedy37@gmail.com,Boise,83719,2025-07-06,2026-07-06,Word of Mouth,1,2025-07-27,Family Plus,117.1
M00624,Danielle,Gonzales,danielle.gonzales36@gmail.com,Mesa,85229,2025-10-13,2026-10-13,Organic Search,3,2026-03-27,Individual,31.96
M00625,Raymond,Barnes,raymond.barnes20@gmail.com,Phoenix,85096,2025-12-23,2026-12-23,Instagram Ads,0,,Family,85.14
M00626,Patrick,Flores,patrick.flores25@yahoo.com,Phoenix,85013,2026-01-29,2027-01-29,Word of Mouth,0,,Family Plus,90.42
M00627,Katherine,Watson,katherine.watson30@yahoo.com,Salt Lake City,84144,2026-03-22,2027-03-22,Facebook Ads,1,2026-04-04,Family Plus,116.8
M00628,Rebecca,Ross,rebecca.ross7@gmail.com,Dallas,75236,2026-01-05,2027-01-05,Instagram Ads,0,,Family,63.99
M00629,Dylan,Young,dylan.young21@yahoo.com,Houston,77087,2025-12-18,2026-12-18,Groupon,0,,Family Plus,103.94
M00630,Jack,McDonald,jack.mcdonald33@gmail.com,El Paso,79912,2026-01-15,2027-01-15,Facebook Ads,0,,Family,75.01
M00631,Virginia,Kim,virginia.kim30@yahoo.com,Boise,83759,2025-10-21,2026-10-21,Affiliate,1,2025-11-05,Individual,38.28
M00632,Donna,Scott,donna.scott89@gmail.com,Salt Lake City,84186,2025-09-26,2026-09-26,Instagram Ads,0,,Family Plus,112.79
M00633,Kenneth,Butler,kenneth.butler23@gmail.com,Houston,77029,2026-02-07,2027-02-07,Organic Search,1,2026-02-21,Family,66.26
M00634,Raymond,Davis,raymond.davis4@gmail.com,Mesa,85214,2025-07-02,2026-07-02,Organic Search,9,2026-03-17,Individual,27.15
M00635,Dorothy,Torres,dorothy.torres29@outlook.com,Tucson,85746,2025-12-31,2026-12-31,Affiliate,1,2026-01-23,Individual,23.52
M00636,Dorothy,Wood,dorothy.wood55@gmail.com,Salt Lake City,84114,2025-12-24,2026-12-24,Organic Search,1,2026-02-08,Family,84.28
M00637,Raymond,Williams,raymond.williams74@gmail.com,Provo,84634,2025-08-16,2026-08-16,Word of Mouth,0,,Family,82.09
M00638,Noah,Ortiz,noah.ortiz70@gmail.com,Tucson,85793,2025-12-01,2026-12-01,Instagram Ads,0,,Family Plus,101.14
M00639,Noah,Harris,noah.harris86@outlook.com,Phoenix,85056,2025-12-08,2026-12-08,Groupon,0,,Individual,29.87
M00640,Donald,Ramos,donald.ramos17@yahoo.com,Dallas,75220,2025-07-17,2026-07-17,TikTok Ads,6,2025-11-24,Family Plus,95.57
M00641,Laura,Hill,laura.hill70@outlook.com,Provo,84645,2025-09-17,2026-09-17,Facebook Ads,0,,Family Plus,103.43
M00642,Olivia,Fernandez,olivia.fernandez60@gmail.com,Tucson,85748,2025-10-27,2026-10-27,Facebook Ads,2,2026-02-27,Couple,55.67
M00643,Michelle,Morales,michelle.morales51@outlook.com,Dallas,75234,2025-12-23,2026-12-23,Facebook Ads,1,2025-12-31,Couple,45.79
M00644,Larry,Wood,larry.wood2@outlook.com,Houston,77090,2026-01-31,2027-01-31,Word of Mouth,1,2026-02-13,Couple,52.15
M00645,Debra,Cooper,debra.cooper6@gmail.com,Mesa,85224,2025-07-29,2026-07-29,Word of Mouth,0,,Couple,44.05
M00646,Laura,Clark,laura.clark12@outlook.com,Austin,78756,2025-08-26,2026-08-26,Facebook Ads,1,2025-09-07,Family,78.78
M00647,Eric,James,eric.james54@yahoo.com,Dallas,75211,2025-07-25,2026-07-25,Facebook Ads,1,2025-07-30,Family,68.71
M00648,Theresa,Washington,theresa.washington72@outlook.com,Austin,78795,2026-02-13,2027-02-13,Groupon,1,2026-03-29,Family,82.61
M00649,Diana,Hernandez,diana.hernandez45@yahoo.com,Houston,77076,2025-08-26,2026-08-26,Facebook Ads,0,,Couple,63.16
M00650,Michael,Parker,michael.parker73@gmail.com,Boise,83752,2025-08-14,2026-08-14,Facebook Ads,0,,Family Plus,117.87
M00651,Eric,Alvarez,eric.alvarez88@gmail.com,Fort Worth,76141,2025-05-14,2026-05-14,Facebook Ads,3,2026-02-19,Family,71.98
M00652,Abigail,Collins,abigail.collins41@yahoo.com,Tucson,85791,2025-09-21,2026-09-21,Groupon,3,2026-04-11,Family,84.58
M00653,Connor,Richardson,connor.richardson65@outlook.com,San Antonio,78278,2025-11-02,2026-11-02,Facebook Ads,0,,Family,62.04
M00654,Amber,Russell,amber.russell34@gmail.com,Dallas,75255,2025-11-05,2026-11-05,Groupon,0,,Family Plus,92.73
M00655,Raymond,Edwards,raymond.edwards57@yahoo.com,Salt Lake City,84145,2026-02-06,2027-02-06,Facebook Ads,1,2026-03-02,Couple,59.85
M00656,Jennifer,Woods,jennifer.woods57@gmail.com,Austin,78782,2025-09-12,2026-09-12,Facebook Ads,0,,Individual,29.37
M00657,Heather,Gutierrez,heather.gutierrez91@yahoo.com,San Antonio,78265,2025-10-23,2026-10-23,Groupon,0,,Family Plus,122.73
M00658,Karen,Wright,karen.wright42@outlook.com,Phoenix,85078,2025-07-19,2026-07-19,Word of Mouth,5,2026-01-27,Individual,37.35
M00659,Carol,Garcia,carol.garcia72@gmail.com,Boise,83754,2025-10-05,2026-10-05,Word of Mouth,4,2026-02-23,Family,61.55
M00660,Nicole,James,nicole.james30@gmail.com,Mesa,85262,2025-10-25,2026-10-25,Facebook Ads,0,,Family,86.25
M00661,Carter,Wilson,carter.wilson92@outlook.com,San Antonio,78219,2025-11-02,2026-11-02,Word of Mouth,0,,Family,88.22
M00662,Amanda,Campbell,amanda.campbell4@yahoo.com,Salt Lake City,84121,2025-09-18,2026-09-18,Facebook Ads,0,,Couple,60.03
M00663,Maria,Fernandez,maria.fernandez18@yahoo.com,Phoenix,85032,2026-02-12,2027-02-12,Organic Search,2,2026-03-14,Family Plus,106.99
M00664,Mason,Thomas,mason.thomas88@gmail.com,Salt Lake City,84177,2025-06-18,2026-06-18,Facebook Ads,0,,Couple,48.19
M00665,Sarah,Hall,sarah.hall25@yahoo.com,Houston,77054,2025-09-25,2026-09-25,Facebook Ads,0,,Family,65.19
M00666,Zachary,Rivera,zachary.rivera65@gmail.com,Provo,84613,2026-02-02,2027-02-02,Word of Mouth,1,2026-02-08,Family Plus,120.98
M00667,Kathryn,Nelson,kathryn.nelson13@gmail.com,Austin,78788,2025-06-28,2026-06-28,Affiliate,0,,Family Plus,122.43
M00668,Kyle,Robinson,kyle.robinson86@gmail.com,Dallas,75256,2025-09-10,2026-09-10,Facebook Ads,9,2026-03-25,Family Plus,106.67
M00669,Raymond,Woods,raymond.woods79@gmail.com,Houston,77046,2026-03-14,2027-03-14,Instagram Ads,1,2026-03-24,Family,80.1
M00670,Elijah,Hall,elijah.hall83@gmail.com,Salt Lake City,84113,2025-07-03,2026-07-03,Facebook Ads,8,2026-01-09,Couple,44.65
M00671,Jacob,Myers,jacob.myers52@gmail.com,Salt Lake City,84141,2025-06-16,2026-06-16,Word of Mouth,1,2025-07-09,Couple,66.67
M00672,Robert,Coleman,robert.coleman53@gmail.com,Provo,84634,2025-05-19,2026-05-19,Instagram Ads,0,,Family,83.01
M00673,William,Graham,william.graham17@yahoo.com,Boise,83724,2025-07-04,2026-07-04,Facebook Ads,7,2026-01-04,Family,61.66
M00674,Melissa,Perez,melissa.perez98@yahoo.com,Dallas,75257,2026-03-14,2027-03-14,Groupon,0,,Individual,30.94
M00675,Luke,Carter,luke.carter99@gmail.com,Phoenix,85082,2025-11-27,2026-11-27,Facebook Ads,2,2026-01-26,Individual,36.19
M00676,Andrea,Taylor,andrea.taylor29@gmail.com,Phoenix,85094,2025-11-30,2026-11-30,Organic Search,4,2026-03-17,Individual,27.81
M00677,Danielle,Reyes,danielle.reyes1@gmail.com,Austin,78759,2025-05-18,2026-05-18,Instagram Ads,9,2026-02-18,Individual,23.49
M00678,Dennis,Garcia,dennis.garcia56@yahoo.com,Houston,77079,2025-05-19,2026-05-19,Affiliate,7,2026-03-19,Family Plus,93.5
M00679,Aaron,Torres,aaron.torres61@gmail.com,Boise,83748,2025-09-05,2026-09-05,Affiliate,2,2026-03-02,Family Plus,120.32
M00680,George,Simmons,george.simmons4@yahoo.com,Boise,83744,2025-05-11,2026-05-11,Direct,8,2026-04-06,Family,89.77
M00681,Alice,Watson,alice.watson75@yahoo.com,Dallas,75232,2026-03-05,2027-03-05,Groupon,0,,Individual,30.24
M00682,Sebastian,Sullivan,sebastian.sullivan21@gmail.com,Boise,83799,2026-02-05,2027-02-05,Direct,1,2026-02-18,Family,95.15
M00683,Maria,Fernandez,maria.fernandez49@gmail.com,San Antonio,78285,2025-06-09,2026-06-09,Organic Search,6,2026-01-08,Family,96.24
M00684,Gabriel,Jones,gabriel.jones80@yahoo.com,Salt Lake City,84142,2026-03-23,2027-03-23,Facebook Ads,1,2026-04-05,Couple,54.61
M00685,Kyle,Gonzales,kyle.gonzales44@gmail.com,Tucson,85794,2026-01-28,2027-01-28,Groupon,0,,Individual,30.03
M00686,Robert,Jones,robert.jones39@gmail.com,Idaho Falls,83458,2025-09-24,2026-09-24,Groupon,3,2026-02-22,Family,69.81
M00687,Kelly,Perez,kelly.perez86@outlook.com,Mesa,85212,2026-03-19,2027-03-19,Instagram Ads,1,2026-04-10,Family,63.28
M00688,Debra,Jackson,debra.jackson20@gmail.com,El Paso,79968,2025-05-26,2026-05-26,Organic Search,6,2026-02-21,Couple,58.95
M00689,Pamela,Thomas,pamela.thomas57@gmail.com,Salt Lake City,84132,2025-06-14,2026-06-14,Direct,0,,Couple,65.35
M00690,Isabella,Young,isabella.young90@yahoo.com,Provo,84639,2025-06-01,2026-06-01,Facebook Ads,4,2025-10-31,Family,82.69
M00691,Alexander,Thomas,alexander.thomas80@yahoo.com,Boise,83767,2025-06-07,2026-06-07,Facebook Ads,0,,Family,62.53
M00692,Jack,Taylor,jack.taylor73@gmail.com,Provo,84667,2025-11-02,2026-11-02,Groupon,2,2026-03-27,Family,73.82
M00693,Ruth,Marshall,ruth.marshall60@gmail.com,Salt Lake City,84159,2025-10-24,2026-10-24,Groupon,2,2026-01-03,Individual,21.79
M00694,Sharon,Harris,sharon.harris3@gmail.com,Salt Lake City,84153,2025-06-27,2026-06-27,Facebook Ads,7,2026-01-01,Family,65.33
M00695,Helen,Barnes,helen.barnes79@gmail.com,Salt Lake City,84146,2025-12-04,2026-12-04,Groupon,2,2026-04-11,Couple,59.66
M00696,Samuel,Fernandez,samuel.fernandez36@gmail.com,Austin,78752,2025-05-16,2026-05-16,Organic Search,12,2026-03-06,Family Plus,123.76
M00697,Martha,Phillips,martha.phillips83@gmail.com,Idaho Falls,83487,2025-12-26,2026-12-26,Facebook Ads,1,2026-01-02,Family,88.42
M00698,Robert,Kim,robert.kim34@gmail.com,Phoenix,85013,2025-08-09,2026-08-09,Organic Search,0,,Family,62.15
M00699,Emily,Graham,emily.graham81@gmail.com,Salt Lake City,84166,2025-10-31,2026-10-31,Instagram Ads,3,2026-02-28,Individual,24.47
M00700,Diane,Rivera,diane.rivera42@outlook.com,Boise,83751,2026-03-07,2027-03-07,Word of Mouth,1,2026-03-24,Family,94.33
M00701,Anthony,Adams,anthony.adams92@gmail.com,San Antonio,78255,2025-07-26,2026-07-26,Groupon,5,2025-12-13,Couple,61.53
M00702,Cynthia,Flores,cynthia.flores18@gmail.com,Dallas,75291,2025-07-26,2026-07-26,Organic Search,7,2026-03-31,Individual,34.31
M00703,Catherine,Jimenez,catherine.jimenez21@outlook.com,Phoenix,85035,2025-11-09,2026-11-09,Groupon,3,2026-01-18,Couple,42.58
M00704,Brandon,Diaz,brandon.diaz76@yahoo.com,Salt Lake City,84190,2025-12-14,2026-12-14,Facebook Ads,1,2025-12-17,Family Plus,119.37
M00705,Jason,Vargas,jason.vargas93@gmail.com,Dallas,75260,2025-06-21,2026-06-21,Word of Mouth,9,2026-01-21,Individual,28.83
M00706,Jason,Walker,jason.walker82@outlook.com,Salt Lake City,84170,2025-08-14,2026-08-14,Facebook Ads,0,,Individual,33.5
M00707,Connor,Cooper,connor.cooper35@gmail.com,Austin,78718,2025-09-23,2026-09-23,Organic Search,1,2025-10-07,Individual,20.3
M00708,Brian,Brown,brian.brown74@outlook.com,El Paso,79945,2026-01-25,2027-01-25,Organic Search,0,,Family,67.11
M00709,Timothy,Stewart,timothy.stewart89@gmail.com,Salt Lake City,84193,2025-06-22,2026-06-22,Facebook Ads,0,,Family,93.28
M00710,Judith,Reyes,judith.reyes92@yahoo.com,Dallas,75286,2025-09-25,2026-09-25,Groupon,0,,Family,80.78
M00711,Catherine,Nguyen,catherine.nguyen42@yahoo.com,Salt Lake City,84161,2026-01-19,2027-01-19,Groupon,0,,Family Plus,116.62
M00712,Gabriel,Sullivan,gabriel.sullivan47@yahoo.com,Phoenix,85027,2025-07-02,2026-07-02,Groupon,0,,Couple,53.0
M00713,Kevin,Hernandez,kevin.hernandez44@gmail.com,Provo,84690,2026-01-13,2027-01-13,Facebook Ads,0,,Couple,57.98
M00714,Jason,Jenkins,jason.jenkins11@outlook.com,Fort Worth,76179,2025-06-27,2026-06-27,Facebook Ads,0,,Individual,19.08
M00715,Kevin,Collins,kevin.collins88@yahoo.com,Salt Lake City,84157,2025-09-15,2026-09-15,Word of Mouth,4,2026-04-10,Couple,58.71
M00716,Beverly,Ward,beverly.ward31@yahoo.com,Phoenix,85091,2026-03-20,2027-03-20,Facebook Ads,1,2026-04-03,Family,59.94
M00717,Christopher,Moore,christopher.moore33@gmail.com,Salt Lake City,84155,2025-10-11,2026-10-11,Organic Search,4,2026-02-03,Individual,30.95
M00718,Peter,Hughes,peter.hughes88@gmail.com,Salt Lake City,84114,2025-11-26,2026-11-26,TikTok Ads,4,2026-04-01,Family,62.47
M00719,Sharon,Bell,sharon.bell13@gmail.com,Salt Lake City,84196,2025-07-21,2026-07-21,Instagram Ads,4,2026-03-25,Family Plus,105.0
M00720,Joyce,Lewis,joyce.lewis88@gmail.com,Provo,84635,2026-01-04,2027-01-04,Word of Mouth,4,2026-03-26,Couple,50.62
M00721,Dorothy,Miller,dorothy.miller57@gmail.com,San Antonio,78265,2025-05-14,2026-05-14,Facebook Ads,5,2026-01-25,Family,86.75
M00722,Kyle,Myers,kyle.myers72@gmail.com,Salt Lake City,84194,2026-01-18,2027-01-18,Facebook Ads,1,2026-02-03,Couple,55.79
M00723,Patricia,Lewis,patricia.lewis68@outlook.com,Salt Lake City,84127,2025-12-04,2026-12-04,Groupon,0,,Couple,53.41
M00724,Edward,Sanchez,edward.sanchez23@gmail.com,Boise,83779,2025-07-17,2026-07-17,Affiliate,4,2026-04-04,Individual,32.34
M00725,William,Chavez,william.chavez51@gmail.com,Boise,83757,2026-01-29,2027-01-29,Groupon,0,,Family,93.68
M00726,Jordan,Sullivan,jordan.sullivan83@outlook.com,Phoenix,85076,2026-03-20,2027-03-20,Groupon,1,2026-04-04,Family,76.31
M00727,Dennis,Bailey,dennis.bailey51@gmail.com,Boise,83753,2025-10-29,2026-10-29,Groupon,0,,Family,72.08
M00728,Adrian,Washington,adrian.washington50@outlook.com,Austin,78781,2025-06-15,2026-06-15,Affiliate,2,2025-11-17,Family,85.44
M00729,Aiden,Collins,aiden.collins41@yahoo.com,Phoenix,85034,2025-07-13,2026-07-13,Groupon,0,,Couple,63.77
M00730,Brenda,Ortiz,brenda.ortiz77@gmail.com,Boise,83788,2025-10-11,2026-10-11,Affiliate,4,2026-03-29,Individual,34.4
M00731,Grace,Vargas,grace.vargas48@gmail.com,Houston,77044,2025-11-25,2026-11-25,TikTok Ads,5,2026-02-27,Family,72.66
M00732,Margaret,Fernandez,margaret.fernandez56@gmail.com,Salt Lake City,84133,2026-03-14,2027-03-14,Facebook Ads,0,,Family,98.77
M00733,Brenda,Ramirez,brenda.ramirez71@gmail.com,Salt Lake City,84122,2025-06-18,2026-06-18,Affiliate,3,2025-11-21,Family,67.2
M00734,Gary,Hill,gary.hill3@gmail.com,Phoenix,85038,2025-07-01,2026-07-01,Facebook Ads,0,,Family Plus,102.8
M00735,Michelle,White,michelle.white74@outlook.com,Phoenix,85072,2025-12-02,2026-12-02,Facebook Ads,2,2026-01-31,Couple,51.19
M00736,Tyler,Graham,tyler.graham28@gmail.com,Provo,84662,2025-09-20,2026-09-20,Organic Search,0,,Couple,61.17
M00737,Maria,Garcia,maria.garcia70@yahoo.com,Boise,83765,2025-07-23,2026-07-23,Instagram Ads,6,2026-01-31,Family,71.88
M00738,Maria,Harrison,maria.harrison4@outlook.com,Boise,83718,2025-10-10,2026-10-10,Groupon,3,2025-12-23,Family,74.55
M00739,Frances,Gomez,frances.gomez5@yahoo.com,San Antonio,78221,2025-06-25,2026-06-25,Organic Search,7,2026-02-02,Individual,31.31
M00740,Ronald,Martin,ronald.martin9@yahoo.com,San Antonio,78278,2026-02-16,2027-02-16,Facebook Ads,2,2026-03-07,Family,89.43
M00741,Adrian,Flores,adrian.flores17@gmail.com,Austin,78757,2026-01-05,2027-01-05,Word of Mouth,2,2026-01-24,Couple,46.37
M00742,Pamela,Castro,pamela.castro68@outlook.com,Dallas,75279,2025-07-12,2026-07-12,Organic Search,2,2025-10-27,Family Plus,105.8
M00743,Elizabeth,Evans,elizabeth.evans10@gmail.com,Dallas,75248,2026-01-14,2027-01-14,Facebook Ads,1,2026-02-02,Family Plus,102.77
M00744,Kathryn,Scott,kathryn.scott84@yahoo.com,Salt Lake City,84139,2025-08-09,2026-08-09,Affiliate,4,2026-02-12,Couple,50.98
M00745,Emma,Price,emma.price66@gmail.com,Salt Lake City,84171,2025-07-19,2026-07-19,Facebook Ads,6,2026-01-15,Couple,48.31
M00746,Jesse,Gonzales,jesse.gonzales98@gmail.com,Boise,83780,2026-01-16,2027-01-16,Organic Search,1,2026-02-04,Family,61.69
M00747,Ronald,White,ronald.white79@gmail.com,Dallas,75215,2025-09-02,2026-09-02,Facebook Ads,0,,Individual,21.66
M00748,Henry,Hill,henry.hill55@gmail.com,Phoenix,85036,2025-11-20,2026-11-20,Facebook Ads,0,,Individual,36.18
M00749,Ryan,Owens,ryan.owens22@yahoo.com,Salt Lake City,84168,2025-09-26,2026-09-26,Instagram Ads,0,,Couple,60.84
M00750,Jonathan,James,jonathan.james81@outlook.com,Boise,83785,2026-03-30,2027-03-30,Word of Mouth,1,2026-04-08,Couple,56.82
M00751,Ruth,Wilson,ruth.wilson76@gmail.com,Mesa,85223,2025-12-13,2026-12-13,Instagram Ads,4,2026-04-05,Family,92.78
M00752,Joseph,Fisher,joseph.fisher52@yahoo.com,Houston,77013,2025-07-29,2026-07-29,Groupon,0,,Couple,48.24
M00753,Judith,Jenkins,judith.jenkins76@gmail.com,Dallas,75240,2026-01-13,2027-01-13,Groupon,0,,Family,65.6
M00754,Lisa,Sanchez,lisa.sanchez11@gmail.com,Tucson,85729,2026-01-17,2027-01-17,Word of Mouth,1,2026-01-20,Family,62.69
M00755,Janet,Alvarez,janet.alvarez86@gmail.com,Salt Lake City,84149,2026-03-15,2027-03-15,Groupon,0,,Individual,30.66
M00756,Deborah,Baker,deborah.baker51@yahoo.com,Phoenix,85047,2025-12-07,2026-12-07,Word of Mouth,3,2026-01-19,Family,92.27
M00757,Carolyn,Ward,carolyn.ward38@outlook.com,Dallas,75240,2026-02-25,2027-02-25,Instagram Ads,0,,Family,85.65
M00758,Elizabeth,Lee,elizabeth.lee8@gmail.com,Salt Lake City,84123,2025-11-11,2026-11-11,Direct,0,,Individual,33.46
M00759,Connor,Morris,connor.morris92@gmail.com,Dallas,75292,2025-11-01,2026-11-01,Organic Search,6,2026-03-01,Family,88.18
M00760,Theresa,Henderson,theresa.henderson85@gmail.com,Idaho Falls,83482,2026-01-10,2027-01-10,Affiliate,1,2026-01-13,Individual,36.38
M00761,Jackson,Wells,jackson.wells36@outlook.com,Dallas,75211,2025-09-26,2026-09-26,Organic Search,5,2026-02-22,Family,91.01
M00762,Carter,Gomez,carter.gomez56@outlook.com,Salt Lake City,84185,2026-03-13,2027-03-13,Word of Mouth,1,2026-04-10,Family,89.23
M00763,Jean,Reyes,jean.reyes41@yahoo.com,Phoenix,85093,2025-06-12,2026-06-12,Affiliate,5,2026-03-28,Family,85.74
M00764,Sophia,Ward,sophia.ward99@yahoo.com,Fort Worth,76137,2025-12-05,2026-12-05,Word of Mouth,3,2026-03-26,Family,90.19
M00765,Carol,Howard,carol.howard86@gmail.com,Salt Lake City,84164,2025-11-17,2026-11-17,Facebook Ads,0,,Individual,20.95
M00766,Sophia,Moore,sophia.moore10@outlook.com,Provo,84610,2025-11-17,2026-11-17,TikTok Ads,1,2025-11-19,Individual,34.41
M00767,Logan,Owens,logan.owens66@gmail.com,Boise,83745,2026-02-15,2027-02-15,Instagram Ads,1,2026-04-11,Couple,41.76
M00768,Thomas,Adams,thomas.adams19@gmail.com,Houston,77098,2025-05-16,2026-05-16,Word of Mouth,10,2026-03-20,Family,95.99
M00769,Mary,Watson,mary.watson60@gmail.com,Provo,84686,2025-08-05,2026-08-05,Word of Mouth,12,2026-03-26,Family,82.72
M00770,Jackson,Sanchez,jackson.sanchez47@gmail.com,Fort Worth,76152,2025-06-10,2026-06-10,Groupon,0,,Individual,30.53
M00771,Cynthia,Gonzalez,cynthia.gonzalez36@gmail.com,San Antonio,78279,2025-06-13,2026-06-13,Affiliate,0,,Individual,33.26
M00772,Gloria,Kim,gloria.kim71@yahoo.com,Dallas,75215,2025-10-16,2026-10-16,Groupon,2,2026-03-18,Family Plus,92.35
M00773,William,Harrison,william.harrison47@gmail.com,Salt Lake City,84130,2026-02-16,2027-02-16,Word of Mouth,1,2026-03-09,Family,90.76
M00774,Steven,Baker,steven.baker95@outlook.com,Houston,77062,2025-12-29,2026-12-29,Facebook Ads,1,2026-01-08,Family,69.93
M00775,Deborah,Howard,deborah.howard45@gmail.com,Fort Worth,76162,2026-01-31,2027-01-31,Affiliate,1,2026-02-10,Couple,46.47
